action adv   sim    sport   strategy relax   coord   challenge  master bored   other  graphic time   frust   lonely  rules    cost   boring friends   point  other2
0	0	0	0	1	1	0	1	1	0	" "	0	1	0	0	0	1	0	0	1	" "
0	1	0	0	1	0	0	0	0	1	" "	0	1	1	0	0	0	0	0	0	" "
1	0	0	1	1	1	0	0	0	0	" "	0	0	0	0	0	1	0	0	0	" "
0	0	0	0	1	0	0	1	0	0	" "	0	1	0	0	0	0	0	0	0	" "
0	0	0	0	1	1	0	1	1	0	" "	0	0	0	0	1	1	0	0	0	" "
1	0	0	1	1	1	0	0	1	1	" "	0	1	1	0	0	1	0	0	0	" "
1	0	0	1	0	1	0	0	0	0	"Brainless"	0	0	0	0	1	0	0	0	0	"too realistic"
0	0	0	1	1	1	0	0	0	1	" "	1	0	0	0	0	0	0	0	0	" "
1	0	0	1	0	0	0	0	0	0	"like sports"	1	0	0	0	0	1	1	0	0	"unproductive"
1	1	1	0	1	1	0	0	0	0	" "	0	0	0	0	1	0	0	0	0	" "
0	0	0	0	1	1	0	0	0	0	" "	0	0	1	0	1	0	1	0	1	" "
0	0	0	0	1	1	0	0	0	0	" "	0	1	1	0	0	0	0	0	0	" "
1	0	0	0	1	1	0	0	1	0	" "	0	0	1	1	0	0	0	0	0	" "
0	0	0	0	1	1	0	0	1	1	" "	0	1	0	0	0	0	0	0	0	" "
1	0	0	0	1	1	0	0	0	0	" "	0	1	0	0	0	1	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	0	0	0	0	1	0	1	"unproductive"
0	0	0	1	1	1	0	1	1	0	" "	0	1	0	0	0	0	1	0	1	" "
1	1	1	0	1	1	0	0	0	1	"excitement"	0	1	0	0	0	0	0	0	0	" "
1	1	1	1	1	0	0	0	1	0	" "	0	1	0	0	0	0	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	0	0	0	0	0	0	1	"do other things"
1	1	0	1	1	1	0	1	1	0	" "	0	1	1	0	0	1	0	0	0	" "
1	0	0	1	1	1	0	0	0	0	" "	0	0	1	0	0	1	0	0	0	" "
0	0	0	0	1	1	0	1	0	1	" "	0	0	0	0	1	0	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	1	0	0	0	1	0	0	1	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	0	0	0	0	1	0	1	" "
0	0	0	0	1	0	0	0	0	0	"addictive"	0	0	0	0	0	0	0	0	0	" "
1	1	0	0	0	1	0	0	0	0	" "	1	0	0	0	0	0	0	0	0	" "
1	0	1	0	0	0	0	0	1	0	" "	0	1	0	0	0	0	0	0	0	" "
1	0	1	0	0	1	0	0	0	1	" "	0	0	1	0	0	0	0	0	1	" "
0	0	0	0	1	1	0	0	0	0	" "	0	1	1	0	1	0	0	0	0	" "
0	1	0	0	1	0	0	0	0	1	" "	0	1	0	0	0	0	1	0	1	" "
1	1	1	1	1	1	0	1	0	1	" "	0	0	1	0	1	0	0	0	0	" "
0	0	0	1	0	1	0	0	0	0	" "	0	1	0	0	0	0	1	0	1	" "
1	1	0	1	0	1	0	0	1	0	" "	0	1	0	0	0	1	0	0	1	" "
0	0	0	0	1	1	0	0	1	0	" "	0	1	0	0	0	0	0	0	0	" "
1	1	1	1	1	1	0	1	1	0	" "	1	1	0	0	0	1	0	0	0	"gives me blisters"
0	0	0	0	1	0	0	0	0	0	" "	0	1	0	0	1	0	1	0	0	" "
1	0	0	0	1	1	0	0	1	0	" "	1	0	0	0	1	1	0	0	0	" "
1	0	0	1	0	1	0	0	0	0	" "	1	0	0	0	0	0	0	0	0	"hate losing"
0	0	0	0	1	1	0	1	0	1	" "	0	1	1	0	0	0	0	0	0	" "
0	0	0	0	1	1	0	0	0	1	" "	1	1	0	0	0	0	0	0	1	" "
1	0	0	0	1	1	0	0	0	0	" "	1	0	0	0	0	1	0	0	1	" "
1	1	0	0	1	1	0	1	0	0	" "	0	1	0	0	0	1	0	0	0	" "
1	0	1	1	0	1	0	0	0	0	" "	0	1	1	0	0	1	0	0	0	" "
1	1	1	0	1	1	0	1	0	1	" "	0	1	0	0	0	1	0	0	1	" "
1	0	0	1	1	0	0	1	1	0	" "	1	0	1	0	1	0	0	0	0	" "
1	1	0	1	1	1	0	0	0	1	" "	1	0	0	0	0	0	0	0	1	" "
0	1	1	1	1	0	0	1	1	1	" "	0	0	1	0	1	1	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	1	0	0	0	0	1	0	1	" "
0	1	0	0	1	1	0	1	0	0	" "	0	0	1	0	0	1	0	0	0	" "
0	0	0	0	1	0	0	0	0	1	" "	0	0	0	0	0	0	1	0	1	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	0	0	1	0	1	0	1	" "
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "
0	1	0	0	1	1	0	0	0	0	" "	0	1	0	0	0	0	0	0	0	" "
1	0	0	1	1	0	0	1	1	1	" "	0	0	0	0	0	0	0	0	0	" "
1	0	0	1	0	1	0	0	0	0	"love it"	1	0	0	0	0	1	0	0	0	" "
1	1	0	0	1	1	0	0	0	1	"lowers stress"	0	1	0	0	0	0	0	0	1	"unproductive"
1	0	0	1	0	1	0	0	1	1	" "	0	0	1	1	0	1	0	0	0	" "
1	0	0	0	1	0	0	0	1	0	" "	0	1	0	0	0	1	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	1	0	0	0	0	0	0	0	" "
1	1	1	1	1	1	0	0	0	1	" "	1	0	0	0	0	1	0	0	1	" "
0	0	0	1	0	1	1	0	0	0	" "	1	1	0	0	0	1	0	0	0	" "
1	1	0	1	0	1	0	0	1	0	" "	1	0	0	0	0	1	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	0	0	0	0	0	0	1	" "
1	1	1	1	1	1	0	0	0	0	" "	1	0	1	0	1	1	0	0	0	" "
0	0	0	0	1	1	0	1	0	0	" "	0	1	0	0	0	0	0	0	0	" "
0	0	0	1	0	1	0	0	0	0	" "	0	0	0	0	1	0	0	1	1	" "
0	0	1	1	1	1	0	0	0	0	"fun"	0	1	0	0	0	0	0	0	0	" "
1	1	0	0	1	1	0	0	1	0	" "	1	0	0	0	0	1	0	1	0	"the computer cheats"
0	0	0	0	0	0	0	0	0	0	" "	0	1	1	0	1	0	0	0	0	" "
0	0	0	1	1	1	0	0	1	1	" "	1	0	0	0	0	1	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	0	0	0	0	1	0	1	"unproductive"
1	0	0	0	0	0	0	0	1	0	" "	0	1	0	0	0	0	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	0	0	0	0	1	0	1	" "
1	0	0	1	1	1	0	0	0	1	" "	0	0	0	0	0	1	0	0	1	" "
1	0	0	0	1	0	0	0	0	1	" "	0	1	1	0	0	1	0	0	0	" "
1	0	1	0	0	1	1	1	1	0	" "	1	0	0	1	0	0	0	0	0	" "
1	0	0	1	1	1	0	1	1	0	" "	0	1	0	0	0	1	0	0	0	" "
0	0	0	0	0	0	0	0	0	0	" "	0	0	1	0	0	1	0	0	0	" "
0	1	0	1	1	1	0	0	0	0	" "	1	1	0	0	0	1	0	0	1	" "
1	1	0	0	0	1	0	0	0	1	" "	1	0	0	0	0	1	0	0	0	" "
